237804,39,128856
613,80,128855
237808,76,128861
237807,23,128860
237806,77,128859
571,80,128858
616,12,128862
622,83,128863
624,28,128864
627,51,128865
237817,84,128868
237816,70,128867
629,71,128866
639,85,128869
237820,85,128871
642,86,128870
653,27,128872
655,58,128873
98,43,128874
657,58,128875
643,27,128876
237825,29,128878
663,77,128877
237828,4,128879
31,6,128492
670,4,128881
684,22,128885
714,10,128889
715,13,128890
237834,72,128899
729,35,128895
237833,32,128898
731,22,128896
713,35,128897
237836,92,128904
743,17,128903
761,94,128906
763,14,128907
768,39,128910
770,39,128911
780,95,128913
787,96,128915
789,0,128916
237846,97,128918
801,17,128917
802,35,128919
237849,98,128921
237848,96,128920
805,35,128922
820,58,128928
822,81,128929
416,58,128930
837,68,128931
842,2,128933
237861,56,128939
871,17,128938
876,55,128940
878,101,128941
206,57,128942
885,14,128943
894,68,128944
896,68,128945
897,17,128946
910,4,128959
237872,63,128970
931,17,128969
955,108,128979
965,75,128981
967,75,128982
969,75,128983
851,93,128935
972,93,128984
974,93,128985
976,93,128986
978,93,128987
980,93,128988
982,93,128989
984,93,128990
986,93,128991
988,93,128992
990,93,128993
993,93,128994
995,93,128995
997,93,128996
999,93,128997
1001,93,128998
1003,93,128999
1005,93,129000
1007,93,129001
1009,93,129002
1011,93,129003
848,93,128934
1014,93,129004
1016,93,129005
1018,93,129006
755,93,128905
1021,93,129007
1023,93,129008
1025,93,129009
1027,93,129010
1029,93,129011
1031,93,129012
1033,93,129013
1036,93,129014
1038,93,129015
1040,93,129016
1042,93,129017
1044,93,129018
1046,93,129019
1048,93,129020
1050,93,129021
1052,93,129022
1054,93,129023
1056,93,129024
1058,93,129025
1060,93,129026
1062,81,129027
237926,81,129029
1064,58,129028
1067,81,129030
418,81,129031
237930,81,129032
237932,65,129034
1072,66,129033
955,58,129035
237937,109,129039
237936,110,129038
237935,58,129037
1075,111,129036
237939,109,129042
237938,42,129041
587,112,129040
237943,109,129046
237942,110,129045
237941,113,129044
882,1,129043
237945,109,129048
1086,33,129047
1089,58,129049
1091,58,129050
189,58,129051
1094,58,129052
1096,58,129053
624,58,129054
593,58,129055
1100,58,129056
1102,58,129057
1104,58,129058
1106,58,129059
237958,58,129061
206,58,129060
237960,58,129063
605,58,129062
1111,58,129064
1113,58,129065
237965,76,129068
237964,23,129067
1115,77,129066
237969,76,129072
237968,23,129071
237967,77,129070
1117,39,129069
237973,76,129076
237972,23,129075
237971,77,129074
1120,10,129073
237978,76,129080
237977,23,129079
237976,77,129078
237975,10,129077
237982,76,129084
237981,23,129083
237980,77,129082
37,91,129081
237986,76,129088
237985,23,129087
237984,77,129086
1125,114,129085
237989,76,129091
237988,23,129090
237975,77,129089
237993,76,129094
237992,23,129093
237991,77,129092
237997,76,129098
237996,23,129097
237995,77,129096
1129,39,129095
238001,76,129102
238000,23,129101
237999,77,129100
1132,39,129099
238005,76,129106
238004,23,129105
238003,77,129104
1134,39,129103
238009,76,129110
238008,23,129109
238007,77,129108
1136,39,129107
238013,76,129115
238012,23,129114
238011,77,129113
1138,39,129111
1139,41,129112
238017,76,129119
238016,23,129118
238015,77,129117
1141,82,129116
238020,76,129122
238019,23,129121
1143,77,129120
238024,76,129126
238023,23,129125
238022,77,129124
1145,47,129123
238028,76,129130
238027,23,129129
238026,77,129128
1148,47,129127
238032,76,129134
238031,23,129133
238030,77,129132
1150,47,129131
238036,76,129138
238035,23,129137
238034,77,129136
1152,47,129135
238040,76,129143
238039,23,129142
238038,77,129141
1125,47,129139
1115,25,129140
238044,76,129147
238043,23,129146
238042,77,129145
1117,47,129144
238048,76,129151
238047,23,129150
238046,77,129149
1156,25,129148
238052,76,129154
238051,23,129153
238050,77,129152
238056,76,129158
238055,23,129157
238054,77,129156
545,25,129155
238059,76,129161
238058,23,129160
37,77,129159
238062,76,129164
238061,23,129163
455,77,129162
238065,76,129167
238064,23,129166
1162,77,129165
238069,76,129171
238068,23,129170
238067,77,129169
1164,62,129168
238072,76,129174
238071,23,129173
1145,77,129172
238075,76,129177
238074,23,129176
1168,77,129175
238078,76,129180
238077,23,129179
1148,77,129178
238081,76,129183
238080,23,129182
1138,77,129181
238085,76,129187
238084,23,129186
238083,77,129185
1172,115,129184
238088,76,129190
238087,23,129189
1174,77,129188
238092,76,129195
238091,23,129194
238090,77,129193
1177,91,129191
1178,116,129192
238096,76,129199
238095,23,129198
238094,77,129197
1180,116,129196
238099,76,129202
238098,23,129201
1125,77,129200
238102,76,129205
238101,23,129204
1117,77,129203
238105,76,129208
238104,23,129207
44,77,129206
238108,76,129211
238107,23,129210
128,77,129209
238111,76,129214
238110,23,129213
1186,77,129212
238114,76,129217
238113,23,129216
1188,77,129215
238117,76,129220
238116,23,129219
1150,77,129218
238122,76,129226
238121,23,129225
238120,77,129224
238119,65,129223
1191,66,129221
1192,67,129222
238125,76,129229
238124,23,129228
359,77,129227
238128,76,129232
238127,23,129231
1195,77,129230
238131,76,129235
238130,23,129234
45,77,129233
238136,76,129241
238135,23,129240
238134,77,129239
238133,39,129238
1198,80,129236
1199,80,129237
238140,76,129245
238139,23,129244
238138,77,129243
1199,39,129242
238143,76,129248
238142,23,129247
1203,77,129246
238148,76,129253
238147,23,129252
238146,77,129251
238145,65,129250
1205,66,129249
238151,76,129256
238150,23,129255
1207,77,129254
238153,28,129258
3,33,129257
1212,88,129259
1214,88,129260
655,88,128884
1217,88,129261
1219,88,129262
1221,88,129263
1223,88,129264
1226,88,129265
1228,88,129266
1230,88,129267
1239,97,129268
238167,4,129270
1249,6,129269
1252,4,129271
1143,4,129272
1258,117,129273
238173,22,129275
1262,118,129274
238175,14,129277
1270,37,129276
238177,14,129279
1273,37,129278
1276,61,129280
1277,28,129281
238181,70,129283
1281,119,129282
1282,120,129284
896,120,129285
1288,121,129286
1296,120,129287
1302,14,129288
1305,17,129289
238199,14,129292
1319,122,129290
1320,106,129291
1323,14,129293
1320,14,129306
1353,81,129308
1354,81,129309
238221,14,129313
1388,37,129312
1390,14,129314
298,27,129322
1445,35,129369
1491,14,129372
238244,55,129374
844,33,129373
238247,55,129377
238246,33,129376
1497,90,129375
1500,19,129378
1502,19,129379
1504,19,129380
68,19,129381
1507,19,129382
54,15,128510
238255,55,129384
238257,55,129385
238259,42,129387
1522,33,129386
238262,84,129390
238261,70,129389
1529,71,129388
1537,55,129391
238265,81,129394
1540,58,129392
1541,75,129393
1542,14,129395
1544,28,129396
448,58,129397
238269,58,129400
448,80,129398
1547,80,129399
238271,58,129402
1549,80,129401
238273,58,129404
1207,80,129403
238275,58,129407
424,80,129405
1552,80,129406
238277,58,129410
1162,80,129408
455,80,129409
1555,58,129411
238280,58,129413
48,39,129412
238282,58,129415
1558,39,129414
238284,58,129417
1560,39,129416
238286,58,129419
1562,39,129418
238288,58,129421
1564,39,129420
238290,58,129423
1566,39,129422
238292,58,129425
1568,39,129424
238294,58,129427
267,39,129426
238297,58,129431
238296,65,129430
1571,66,129428
1572,67,129429
1574,58,129432
455,58,129433
1577,58,129434
98,58,129435
237870,56,129436
1547,58,129437
1582,58,129438
1584,58,129439
238307,58,129441
1388,39,129440
1588,58,129442
1590,58,129443
1592,58,129444
238313,58,129447
238312,65,129446
1594,66,129445
238316,58,129450
238315,65,129449
1596,66,129448
238319,58,129453
238318,65,129452
1598,66,129451
1601,58,129454
1603,58,129455
238325,58,129458
238324,65,129457
1605,66,129456
238328,58,129461
238327,65,129460
1608,66,129459
238331,58,129464
238330,65,129463
1610,66,129462
1612,58,129465
354,58,129466
1615,58,129467
1618,58,129468
455,10,129469
1162,13,129470
1621,10,129471
1622,13,129472
1624,22,129473
238341,58,129476
1630,126,129474
1134,48,129475
238343,58,129478
1632,126,129477
1634,58,129479
584,58,129480
238349,76,129483
238348,23,129482
238347,77,129481
221,58,129484
264,58,129485
238353,58,129488
1647,39,129486
1648,41,129487
238355,58,129491
1650,39,129489
1651,41,129490
238357,58,129493
1653,82,129492
238360,58,129495
238359,39,129494
238363,58,129497
238362,39,129496
1657,58,129498
1659,58,129499
1647,58,129500
1662,58,129501
1664,58,129502
1566,58,129503
1552,58,129504
238373,76,129507
238372,23,129506
332,77,129505
18,127,129508
238376,127,129509
1671,127,129510
1673,62,129511
206,128,129512
238381,33,129514
1687,111,129513
238382,129,129516
1688,17,129515
238384,130,129518
1691,131,129517
238385,132,129519
972,58,129520
238390,58,129524
238389,97,129523
238388,70,129522
1696,133,129521
1699,58,129525
1701,58,129526
238395,58,129529
238394,134,129528
1703,17,129527
1707,58,129530
407,82,129536
1732,82,129537
1734,39,129538
426,39,129539
1737,39,129540
426,82,129541
238405,136,129544
238404,17,129543
1739,59,129542
238407,55,129546
1505,33,129545
68,14,129550
68,37,129551
238413,55,129572
1788,33,129571
238416,55,129575
238415,33,129574
1769,90,129573
1765,33,129576
1794,55,129578
238422,55,129583
1499,33,129582
1824,58,129584
238425,76,129587
238424,23,129586
1825,77,129585
238428,136,129590
238427,17,129589
1827,59,129588
238432,136,129603
238431,17,129602
1843,59,129601
238435,136,129606
238434,17,129605
1845,59,129604
1860,39,129614
238443,144,129621
238441,145,129617
1863,146,129615
1864,147,129616
238442,148,129620
1865,146,129618
1866,147,129619
238447,144,129626
238445,145,129623
1868,147,129622
238446,148,129625
1869,147,129624
238451,144,129631
238449,145,129628
1871,147,129627
238450,148,129630
1180,147,129629
238455,144,129636
238453,145,129633
1873,147,129632
238454,148,129635
1874,147,129634
238457,75,129637
238459,75,129638
1857,114,129639
238462,149,129641
1892,17,129640
238464,150,129643
1896,17,129642
238466,150,129645
1900,17,129644
1743,151,129651
1935,55,129652
1938,57,129653
1941,57,129654
1943,14,129655
1945,14,129656
1497,14,129657
1947,28,129658
1949,14,129659
1934,152,129660
101,58,129661
1953,58,129662
1956,70,129663
1958,70,129664
238483,70,129667
1961,71,129665
1962,153,129666
1108,68,129668
1968,33,129669
238487,70,129672
1985,71,129671
1988,124,129673
1997,86,129677
1999,155,129678
2006,14,129679
238493,58,129681
1584,127,129680
238494,28,129683
2012,14,129682
1388,58,129684
238498,76,129687
238497,23,129686
65,77,129685
238501,76,129690
238500,23,129689
1540,77,129688
894,28,129691
667,156,129692
238509,157,129701
416,2,129700
2047,33,129702
442,61,128774
238515,158,129706
642,76,129704
2054,95,129705
238517,22,129708
965,22,129707
2049,28,129703
2049,159,129709
238522,160,129711
238521,33,129710
238524,150,129713
2065,17,129712
238527,76,129716
238526,23,129715
1618,77,129714
238529,157,129720
1808,95,129581
2109,161,129728
2110,162,129729
382,27,129727
764,33,129730
2115,33,129731
2119,33,129732
238538,163,129735
238537,131,129734
2121,42,129733
238541,163,129741
265,33,129739
2125,164,129740
332,131,129742
238540,33,129738
265,39,129736
2124,41,129737
238543,33,129744
2127,41,129743
238545,33,129746
2129,126,129745
238547,33,129748
576,39,129747
238551,33,129754
238549,79,129751
2133,39,129749
2134,41,129750
238550,79,129753
2135,39,129752
238554,33,129757
238553,58,129756
238549,58,129755
238558,33,129762
238556,79,129759
2138,39,129758
238557,79,129761
2139,39,129760
238560,33,129765
2141,79,129763
2142,79,129764
2143,131,129766
238564,33,129769
238563,58,129768
2142,14,129767
238568,33,129772
238567,14,129771
238566,39,129770
238571,33,129775
238570,14,129774
238543,39,129773
238575,33,129778
238574,14,129777
238573,39,129776
238578,33,129781
238577,14,129780
2151,39,129779
238580,33,129783
2153,14,129782
238582,33,129785
2155,14,129784
238585,33,129787
238566,58,129786
238587,33,129789
238543,58,129788
2160,131,129790
238590,33,129792
238556,58,129791
238592,33,129794
238573,58,129793
238594,33,129796
238550,58,129795
238596,33,129798
238557,58,129797
238599,33,129801
238598,58,129800
2135,48,129799
238602,131,129805
2125,33,129804
2169,165,129806
238601,33,129803
2167,58,129802
238604,33,129808
2171,58,129807
238607,163,129810
920,33,129809
238612,163,129817
2178,164,129813
238611,130,129816
238610,166,129815
2179,17,129814
238609,33,129812
2175,33,129811
238614,163,129819
2182,33,129818
238616,163,129821
2184,33,129820
238618,163,129823
2186,33,129822
2189,33,129824
238621,131,129827
2178,58,129825
2191,167,129826
238623,168,129830
2193,17,129829
768,33,129828
238628,131,129832
238627,164,129831
2151,33,129833
238635,131,129836
2178,33,129835
2204,33,129834
238640,131,129841
238639,33,129840
238638,76,129839
238637,23,129838
2204,77,129837
238642,33,129844
2211,79,129842
2212,79,129843
238644,33,129846
2214,14,129845
238646,33,129848
2214,79,129847
238648,33,129849
238650,33,129850
238652,33,129851
238654,33,129852
238656,33,129854
910,14,129853
238657,163,129856
910,33,129855
238659,33,129858
2211,14,129857
238661,33,129860
296,14,129859
238663,33,129862
2224,14,129861
238664,163,129864
2224,33,129863
238666,33,129866
2212,14,129865
238668,33,129867
238670,33,129868
238673,163,129871
238672,33,129870
266,58,129869
238675,33,129872
2233,126,129874
2232,33,129873
2235,126,129875
238679,33,129877
613,39,129876
238682,33,129879
238681,39,129878
2239,126,129880
238685,33,129882
238684,39,129881
238687,33,129883
2242,33,129884
238690,169,129887
2244,17,129886
2122,131,129888
766,33,129885
2247,33,129889
238694,33,129890
238696,33,129891
238698,33,129892
238700,33,129893
2138,33,129894
2255,33,129895
923,33,129896
2171,33,129897
2259,33,129898
238707,33,129900
2261,170,129899
238709,33,129902
2264,170,129901
2139,33,129903
238712,163,129904
238716,130,129908
2270,131,129907
238717,130,129910
2271,131,129909
238715,33,129906
2269,14,129905
238720,130,129914
2273,131,129913
238719,33,129912
1136,14,129911
238722,33,129917
2275,79,129915
1388,79,129916
238723,130,129919
2276,131,129918
238725,33,129921
396,14,129920
238728,33,129924
238727,58,129923
1637,39,129922
238732,33,129927
238731,58,129926
238730,39,129925
238735,33,129929
238734,58,129928
238737,33,129932
2283,39,129930
605,82,129931
238738,130,129934
2284,131,129933
238741,33,129936
2287,14,129935
238743,33,129938
2283,14,129937
238745,33,129940
1961,126,129939
238747,33,129941
238749,33,129942
238751,33,129944
2293,14,129943
238753,33,129946
2295,14,129945
238755,33,129949
1637,79,129947
396,79,129948
238757,33,129951
2298,79,129950
396,33,129952
2298,58,129954
1637,58,129953
396,58,129955
238762,130,129957
2303,131,129956
2305,33,129958
2305,58,129960
2175,58,129959
238766,33,129962
1134,14,129961
238771,130,129967
238770,131,129966
1564,171,129965
238769,33,129964
2031,14,129963
238774,130,129969
2313,131,129968
238775,130,129971
2168,130,129970
238779,130,129974
238778,130,129973
238777,33,129972
238783,130,129977
238782,130,129976
238781,33,129975
238785,33,129979
1673,39,129978
238787,130,129982
238786,130,129981
2317,33,129980
238789,33,129983
238791,130,129986
238790,130,129985
1637,33,129984
238796,33,129988
238795,14,129987
238799,33,129990
238798,14,129989
238811,33,129992
238810,58,129991
238815,33,129994
238814,14,129993
238822,130,129998
238821,130,129997
238820,33,129996
2340,39,129995
238824,33,129999
238826,130,130002
238825,166,130001
2342,17,130000
2132,33,130003
238830,33,130006
238829,65,130005
2345,66,130004
238832,33,130008
1143,14,130007
2178,131,130009
238836,131,130013
238835,65,130012
2349,66,130010
2350,67,130011
2352,131,130014
2354,167,130016
2176,131,130015
238840,33,130018
238824,14,130017
238846,33,130025
238845,14,130024
238842,65,130021
2357,66,130019
2358,67,130020
238844,58,130023
238843,14,130022
238850,33,130029
238849,14,130028
238848,65,130027
2360,66,130026
238854,33,130033
238853,14,130032
238852,65,130031
2362,66,130030
238858,33,130037
238857,14,130036
238856,65,130035
2364,66,130034
238862,33,130041
238861,14,130040
238860,65,130039
2366,66,130038
238866,33,130045
238865,14,130044
238864,65,130043
2368,66,130042
238870,33,130049
238869,14,130048
238868,65,130047
2370,66,130046
238874,33,130053
238873,14,130052
238872,65,130051
2372,66,130050
238878,33,130057
238877,14,130056
238876,65,130055
2374,66,130054
238881,33,130059
238880,14,130058
238885,33,130063
238884,14,130062
238883,65,130061
2378,66,130060
238889,33,130067
238888,14,130066
238887,65,130065
2380,66,130064
238893,33,130071
238892,14,130070
238891,65,130069
2382,66,130068
238898,131,130076
238895,65,130073
2384,66,130072
238897,33,130075
238896,14,130074
238902,33,130080
238901,14,130079
238900,65,130078
2386,66,130077
238904,33,130082
2388,14,130081
238908,163,130086
238907,164,130085
238906,65,130084
2390,66,130083
238918,163,130096
238917,58,130095
238916,76,130093
238915,23,130092
1129,77,130091
2396,88,130094
238914,42,130090
1129,33,130089
238913,33,130088
1129,14,130087
238921,163,130099
238920,58,130098
2399,88,130097
238923,33,130101
2401,14,130100
238925,33,130103
920,14,130102
238929,131,130106
238928,65,130105
2405,66,130104
238933,33,130108
2147,14,130107
238935,33,130110
2410,14,130109
238937,33,130112
2412,14,130111
238939,33,130114
2414,14,130113
238941,33,130116
2416,14,130115
238943,33,130118
2418,14,130117
238945,33,130120
2420,14,130119
238948,33,130123
238947,14,130122
238845,39,130121
238951,33,130126
238950,14,130125
238849,39,130124
238954,33,130129
238953,14,130128
238853,39,130127
238957,33,130132
238956,14,130131
238857,39,130130
238960,33,130135
238959,14,130134
238861,39,130133
238963,33,130138
238962,14,130137
238865,39,130136
238966,33,130141
238965,14,130140
238869,39,130139
238969,33,130144
238968,14,130143
238873,39,130142
238972,33,130147
238971,14,130146
238877,39,130145
238975,33,130150
238974,14,130149
920,39,130148
238979,33,130154
238978,14,130153
238977,39,130152
453,39,130151
238983,33,130157
238982,14,130156
238981,39,130155
238985,33,130159
2133,14,130158
238990,33,130161
2232,14,130160
238994,163,130165
238993,164,130164
238992,65,130163
2439,66,130162
238999,33,130167
2444,14,130166
239003,131,130170
239002,65,130169
2447,66,130168
239007,33,130172
2242,14,130171
239011,131,130175
239010,65,130174
2453,66,130173
239015,33,130177
2457,14,130176
239019,131,130180
239018,65,130179
2460,66,130178
239023,33,130182
238977,14,130181
239029,33,130184
238981,14,130183
239033,163,130188
239032,164,130187
239031,65,130186
2470,66,130185
239038,33,130190
923,14,130189
239042,131,130193
239041,65,130192
2477,66,130191
239049,131,130196
239048,65,130195
2483,66,130194
239053,33,130198
2487,14,130197
239055,33,130200
2489,14,130199
239059,33,130204
239058,14,130203
239057,65,130202
2491,66,130201
239063,33,130208
239062,14,130207
239061,65,130206
2493,66,130205
239067,33,130212
239066,14,130211
239065,65,130210
2495,66,130209
239073,163,130221
239072,164,130220
239071,65,130219
2497,66,130218
239070,33,130217
239069,58,130216
2232,80,130214
2247,80,130215
2388,80,130213
239080,163,130227
239079,164,130226
239078,65,130225
2500,66,130224
239077,33,130223
239076,58,130222
239086,33,130231
239085,58,130230
239084,80,130228
238981,80,130229
239090,33,130233
239089,58,130232
239096,163,130239
239095,164,130238
239094,65,130237
2507,66,130236
239093,33,130235
239092,58,130234
239102,33,130243
239101,58,130242
768,80,130240
2242,80,130241
239105,131,130246
239104,65,130245
2513,66,130244
239113,163,130252
239112,164,130251
239111,65,130250
2517,66,130249
239110,33,130248
239109,58,130247
239120,33,130256
239119,58,130255
239118,80,130253
238977,80,130254
239123,131,130259
239122,65,130258
2523,66,130257
239128,33,130263
239127,58,130262
2138,80,130260
2139,80,130261
239131,131,130266
239130,65,130265
2528,66,130264
239136,33,130270
239135,58,130269
920,80,130267
923,80,130268
239139,131,130273
239138,65,130272
2533,66,130271
239144,33,130277
239143,58,130276
2153,80,130275
2444,80,130274
239149,131,130282
239148,65,130281
2538,66,130280
239147,33,130279
239146,58,130278
239155,33,130285
239154,58,130284
239153,80,130283
239159,131,130288
239158,65,130287
2542,66,130286
239162,33,130290
239161,58,130289
239165,33,130292
239164,58,130291
239168,131,130295
239167,65,130294
2546,66,130293
239173,33,130299
239172,58,130298
2133,80,130296
2135,80,130297
239179,33,130301
2555,39,130300
2557,33,130302
239184,131,130305
239183,65,130304
2560,66,130303
2564,33,130306
239191,131,130309
239190,65,130308
2567,66,130307
2220,33,130310
239197,33,130314
239196,14,130313
2283,3,130311
2572,3,130312
2574,59,130316
1388,33,130315
2576,33,130317
239203,131,130320
239202,65,130319
2579,66,130318
2583,33,130321
2588,33,130322
239214,131,130325
239213,65,130324
2591,66,130323
2595,58,130326
238659,58,130327
239220,58,130329
2175,14,130328
239222,58,130331
2599,14,130330
239224,58,130333
2601,14,130332
239228,58,130335
239227,14,130334
239231,58,130337
239230,14,130336
239234,58,130339
239233,14,130338
239237,58,130341
239236,14,130340
239239,58,130343
303,14,130342
239241,58,130345
2609,14,130344
239243,58,130347
318,14,130346
2211,33,130348
2616,131,130349
2619,131,130350
239253,131,130353
239252,65,130352
2621,66,130351
239256,33,130356
239255,65,130355
2623,66,130354
239259,33,130359
239258,65,130358
2625,66,130357
239261,33,130360
239267,131,130363
239266,65,130362
2631,66,130361
2634,131,130364
239273,131,130367
239272,65,130366
2637,66,130365
239277,33,130369
239276,14,130368
239281,33,130373
239280,14,130372
239279,65,130371
2642,66,130370
239286,33,130377
239285,14,130376
239284,65,130375
2645,66,130374
239292,131,130382
239289,65,130379
2648,66,130378
239291,33,130381
239290,14,130380
239297,131,130387
239294,65,130384
2650,66,130383
239296,33,130386
239295,14,130385
239301,33,130391
239300,14,130390
239299,65,130389
2652,66,130388
239305,33,130395
239304,14,130394
239303,65,130393
2654,66,130392
239308,33,130397
239307,14,130396
239310,33,130399
2658,14,130398
239314,33,130403
239313,14,130402
239312,65,130401
2660,66,130400
239318,33,130407
239317,14,130406
239316,65,130405
2662,66,130404
239322,33,130411
239321,14,130410
239320,65,130409
2664,66,130408
239326,33,130415
239325,14,130414
239324,65,130413
2666,66,130412
239330,33,130419
239329,14,130418
239328,65,130417
2668,66,130416
239334,33,130423
239333,14,130422
239332,65,130421
2670,66,130420
239337,33,130426
239336,172,130425
2672,17,130424
239343,131,130429
239342,65,130428
2678,66,130427
239349,131,130432
239348,65,130431
2683,66,130430
239351,33,130433
239357,131,130436
239356,65,130435
2689,66,130434
239363,131,130439
239362,65,130438
2694,66,130437
239366,33,130441
239365,14,130440
239368,33,130442
239371,33,130445
239370,172,130444
2699,17,130443
239374,33,130448
239373,14,130447
2701,48,130446
239376,33,130449
239381,33,130454
239380,14,130453
239379,48,130452
239378,65,130451
2705,66,130450
239386,33,130459
239385,14,130458
239384,48,130457
239383,65,130456
2707,66,130455
239391,33,130464
239390,14,130463
239389,48,130462
239388,65,130461
2709,66,130460
239396,33,130469
239395,14,130468
239394,48,130467
239393,65,130466
2711,66,130465
239401,33,130474
239400,14,130473
239399,48,130472
239398,65,130471
2713,66,130470
239406,33,130479
239405,14,130478
239404,48,130477
239403,65,130476
2715,66,130475
239411,33,130484
239410,14,130483
239409,48,130482
239408,65,130481
2717,66,130480
239416,33,130489
239415,14,130488
239414,48,130487
239413,65,130486
2719,66,130485
239421,33,130494
239420,14,130493
239419,48,130492
239418,65,130491
2721,66,130490
239426,33,130499
239425,14,130498
239424,48,130497
239423,65,130496
2723,66,130495
239431,33,130504
239430,14,130503
239429,48,130502
239428,65,130501
2725,66,130500
239436,33,130509
239435,14,130508
239434,48,130507
239433,65,130506
2727,66,130505
239441,33,130514
239440,14,130513
239439,48,130512
239438,65,130511
2729,66,130510
239446,33,130519
239445,14,130518
239444,48,130517
239443,65,130516
2731,66,130515
239451,33,130524
239450,14,130523
239449,48,130522
239448,65,130521
2733,66,130520
239456,33,130529
239455,14,130528
239454,48,130527
239453,65,130526
2735,66,130525
239461,33,130534
239460,14,130533
239459,48,130532
239458,65,130531
2737,66,130530
239466,33,130539
239465,14,130538
239464,48,130537
239463,65,130536
2739,66,130535
239471,33,130544
239470,14,130543
239469,48,130542
239468,65,130541
2741,66,130540
239476,33,130549
239475,14,130548
239474,48,130547
239473,65,130546
2743,66,130545
239481,33,130554
239480,14,130553
239479,48,130552
239478,65,130551
2745,66,130550
239486,33,130559
239485,14,130558
239484,48,130557
239483,65,130556
2747,66,130555
239488,33,130560
239490,33,130561
239492,33,130562
239494,33,130563
239496,33,130564
239498,33,130565
239500,33,130566
239502,33,130567
239504,33,130568
239506,33,130569
239508,33,130570
239510,33,130571
239513,33,130574
239512,14,130573
2701,39,130572
239515,33,130575
239520,33,130580
239519,14,130579
239518,39,130578
239517,65,130577
2763,66,130576
239525,33,130585
239524,14,130584
239523,39,130583
239522,65,130582
2765,66,130581
239530,33,130590
239529,14,130589
239528,39,130588
239527,65,130587
2767,66,130586
239535,33,130595
239534,14,130594
239533,39,130593
239532,65,130592
2769,66,130591
239540,33,130600
239539,14,130599
239538,39,130598
239537,65,130597
2771,66,130596
239545,33,130605
239544,14,130604
239543,39,130603
239542,65,130602
2773,66,130601
239550,33,130610
239549,14,130609
239548,39,130608
239547,65,130607
2775,66,130606
239555,33,130615
239554,14,130614
239553,39,130613
239552,65,130612
2777,66,130611
239558,33,130618
239557,14,130617
2242,39,130616
239560,33,130619
239562,33,130621
1465,14,130620
239564,33,130622
239571,131,130625
239570,65,130624
2787,66,130623
239577,131,130628
239576,65,130627
2792,66,130626
239579,33,130630
2141,14,130629
239581,33,130631
239583,33,130633
2151,14,130632
239585,33,130634
239587,33,130635
239593,131,130638
239592,65,130637
2802,66,130636
239599,131,130641
239598,65,130640
2807,66,130639
239601,33,130642
239607,131,130645
239606,65,130644
2813,66,130643
239613,131,130648
239612,65,130647
2818,66,130646
239619,131,130651
239618,65,130650
2823,66,130649
239625,131,130654
239624,65,130653
2828,66,130652
239632,131,130657
239631,65,130656
2834,66,130655
239638,131,130660
239637,65,130659
2839,66,130658
239640,33,130662
766,14,130661
239642,33,130663
239648,131,130666
239647,65,130665
2846,66,130664
